gtm,year,game_date,h,hr,er,so,era,era_cum,h_cum,hr_cum,er_cum,so_cum
78,2007,2007-06-27,6,0,1,6,3.76,3.76,656,53,291,595
79,2007,2007-06-28,9,0,5,7,3.78,3.78,665,53,296,602
80,2007,2007-06-29,9,1,6,7,3.81,3.81,674,54,302,609
81,2007,2007-06-30,9,0,3,10,3.78,3.78,683,54,305,619
82,2007,2007-07-01,5,0,0,10,3.73,3.73,688,54,305,629
83,2007,2007-07-02,11,0,2,8,3.71,3.71,699,54,307,637
84,2007,2007-07-03,6,1,6,4,3.74,3.74,705,55,313,641
85,2007,2007-07-04,11,1,5,8,3.76,3.76,716,56,318,649
86,2007,2007-07-05,13,3,8,9,3.81,3.81,729,59,326,658
87,2007,2007-07-06,11,2,6,14,3.83,3.83,740,61,332,672
88,2007,2007-07-07,12,3,5,7,3.84,3.84,752,64,337,679
89,2007,2007-07-08,8,0,3,8,3.83,3.83,760,64,340,687
90,2007,2007-07-13,7,0,0,3,3.79,3.79,767,64,340,690
91,2007,2007-07-14,13,1,6,11,3.8,3.8,780,65,346,701
92,2007,2007-07-15,9,0,1,6,3.77,3.77,789,65,347,707
93,2007,2007-07-16,7,0,3,10,3.76,3.76,796,65,350,717
94,2007,2007-07-17,26,4,14,3,3.87,3.87,822,69,364,720
95,2007,2007-07-18,8,1,4,8,3.87,3.87,830,70,368,728
96,2007,2007-07-19,16,3,12,4,3.95,3.95,846,73,380,732
97,2007,2007-07-20,8,1,2,4,3.93,3.93,854,74,382,736
98,2007,2007-07-21,8,2,5,8,3.94,3.94,862,76,387,744
99,2007,2007-07-22,11,0,4,8,3.94,3.94,873,76,391,752
100,2007,2007-07-23,5,1,2,6,3.92,3.92,878,77,393,758
101,2007,2007-07-24,8,1,7,4,3.96,3.96,886,78,400,762
102,2007,2007-07-25,6,2,2,5,3.94,3.94,892,80,402,767
103,2007,2007-07-26,7,0,4,6,3.94,3.94,899,80,406,773
104,2007,2007-07-28,9,3,6,7,3.97,3.97,908,83,412,780
105,2007,2007-07-29,12,2,9,8,4.02,4.02,920,85,421,788
106,2007,2007-07-31,10,0,3,3,4.01,4.01,930,85,424,791
107,2007,2007-08-01,8,0,4,4,4.01,4.01,938,85,428,795
108,2007,2007-08-02,7,0,4,3,4.01,4.01,945,85,432,798
109,2007,2007-08-03,5,1,1,10,3.98,3.98,950,86,433,808
110,2007,2007-08-04,10,2,6,8,4.0,4.0,960,88,439,816
111,2007,2007-08-05,6,0,3,7,3.99,3.99,966,88,442,823
112,2007,2007-08-07,8,1,4,7,3.99,3.99,974,89,446,830
113,2007,2007-08-08,8,0,1,5,3.97,3.97,982,89,447,835
114,2007,2007-08-09,11,1,4,6,3.96,3.96,993,90,451,841
115,2007,2007-08-10,7,0,1,9,3.94,3.94,1000,90,452,850
116,2007,2007-08-11,9,2,4,6,3.94,3.94,1009,92,456,856
117,2007,2007-08-12,18,2,12,5,4.02,4.02,1027,94,468,861
118,2007,2007-08-13,7,1,4,13,4.02,4.02,1034,95,472,874
119,2007,2007-08-14,10,0,7,9,4.04,4.04,1044,95,479,883
120,2007,2007-08-15,11,0,3,10,4.03,4.03,1055,95,482,893
121,2007,2007-08-16,6,0,2,3,4.01,4.01,1061,95,484,896
122,2007,2007-08-17,6,1,4,13,4.01,4.01,1067,96,488,909
123,2007,2007-08-18,17,1,7,14,4.02,4.02,1084,97,495,923
124,2007,2007-08-19,4,1,3,9,4.01,4.01,1088,98,498,932
125,2007,2007-08-21,9,1,4,4,4.02,4.02,1097,99,502,936
126,2007,2007-08-22,6,1,3,4,4.01,4.01,1103,100,505,940
127,2007,2007-08-23,5,1,2,10,3.99,3.99,1108,101,507,950
128,2007,2007-08-24,10,1,5,4,4.0,4.0,1118,102,512,954
129,2007,2007-08-25,7,0,4,7,4.01,4.01,1125,102,516,961
130,2007,2007-08-26,9,0,2,7,3.99,3.99,1134,102,518,968
131,2007,2007-08-27,8,3,4,9,3.99,3.99,1142,105,522,977
132,2007,2007-08-28,8,1,3,8,3.98,3.98,1150,106,525,985
133,2007,2007-08-29,16,1,9,5,4.01,4.01,1166,107,534,990
134,2007,2007-08-31,12,0,6,6,4.03,4.03,1178,107,540,996
135,2007,2007-09-01,8,2,6,6,4.05,4.05,1186,109,546,1002
136,2007,2007-09-02,6,0,0,12,4.02,4.02,1192,109,546,1014
137,2007,2007-09-03,10,1,3,5,4.01,4.01,1202,110,549,1019
138,2007,2007-09-04,8,0,1,2,3.99,3.99,1210,110,550,1021
139,2007,2007-09-05,13,1,7,7,4.01,4.01,1223,111,557,1028
140,2007,2007-09-06,7,2,4,8,4.01,4.01,1230,113,561,1036
141,2007,2007-09-07,9,2,2,6,4.0,4.0,1239,115,563,1042
142,2007,2007-09-08,4,0,2,5,3.99,3.99,1243,115,565,1047
143,2007,2007-09-09,9,1,4,3,3.99,3.99,1252,116,569,1050
144,2007,2007-09-11,10,4,9,8,4.03,4.03,1262,120,578,1058
145,2007,2007-09-12,8,0,1,8,4.0,4.0,1270,120,579,1066
146,2007,2007-09-13,4,2,3,6,4.0,4.0,1274,122,582,1072
147,2007,2007-09-14,8,1,3,10,3.99,3.99,1282,123,585,1082
148,2007,2007-09-15,6,1,2,8,3.98,3.98,1288,124,587,1090
149,2007,2007-09-16,6,1,6,6,3.99,3.99,1294,125,593,1096
150,2007,,7,0,3,7,3.99,3.99,1301,125,596,1103
151,2007,,15,3,9,6,4.02,4.02,1316,128,605,1109
152,2007,2007-09-19,11,4,5,3,4.03,4.03,1327,132,610,1112
153,2007,2007-09-20,14,2,9,11,4.07,4.07,1341,134,619,1123
154,2007,2007-09-21,13,3,12,4,4.12,4.12,1354,137,631,1127
155,2007,2007-09-22,12,2,6,6,4.14,4.14,1366,139,637,1133
156,2007,2007-09-23,5,0,1,9,4.12,4.12,1371,139,638,1142
157,2007,2007-09-25,14,1,9,9,4.15,4.15,1385,140,647,1151
158,2007,2007-09-26,5,0,2,10,4.13,4.13,1390,140,649,1161
159,2007,2007-09-27,15,3,10,7,4.17,4.17,1405,143,659,1168
160,2007,2007-09-28,9,0,2,5,4.16,4.16,1414,143,661,1173
161,2007,2007-09-29,11,1,5,4,4.16,4.16,1425,144,666,1177
162,2007,2007-09-30,18,2,11,7,4.2,4.2,1443,146,677,1184
1,2008,2008-03-31,5,0,0,4,0.0,0.0,5,0,0,4
2,2008,2008-04-01,10,0,2,9,1.0,1.0,15,0,2,13
3,2008,2008-04-02,7,0,2,8,1.33,1.33,22,0,4,21
4,2008,2008-04-04,4,1,1,6,1.25,1.25,26,1,5,27
5,2008,2008-04-05,10,0,4,4,1.84,1.84,36,1,9,31
6,2008,2008-04-06,6,0,1,7,1.7,1.7,42,1,10,38
7,2008,2008-04-07,12,4,9,4,2.8,2.8,54,5,19,42
8,2008,2008-04-08,12,1,9,9,3.65,3.65,66,6,28,51
9,2008,2008-04-09,11,0,2,6,3.51,3.51,77,6,30,57
10,2008,2008-04-11,16,0,7,4,3.87,3.87,93,6,37,61
11,2008,2008-04-12,4,0,1,6,3.6,3.6,97,6,38,67
12,2008,2008-04-13,6,0,1,14,3.38,3.38,103,6,39,81
13,2008,2008-04-14,12,2,6,6,3.58,3.58,115,8,45,87
14,2008,2008-04-15,5,0,2,8,3.47,3.47,120,8,47,95
15,2008,2008-04-16,6,0,0,7,3.23,3.23,126,8,47,102
16,2008,2008-04-18,11,2,4,4,3.3,3.3,137,10,51,106
17,2008,2008-04-19,8,0,4,10,3.37,3.37,145,10,55,116
18,2008,2008-04-20,14,2,6,7,3.54,3.54,159,12,61,123
19,2008,2008-04-21,9,2,3,4,3.51,3.51,168,14,64,127
20,2008,2008-04-22,15,2,8,4,3.77,3.77,183,16,72,131
21,2008,2008-04-23,10,1,3,7,3.73,3.73,193,17,75,138
22,2008,2008-04-24,7,1,5,15,3.79,3.79,200,18,80,153
23,2008,2008-04-25,14,0,6,6,3.81,3.81,214,18,86,159
24,2008,2008-04-26,5,1,3,4,3.78,3.78,219,19,89,163
25,2008,2008-04-27,9,0,2,2,3.69,3.69,228,19,91,165
26,2008,2008-04-29,9,1,3,8,3.66,3.66,237,20,94,173
27,2008,2008-04-30,5,0,1,12,3.56,3.56,242,20,95,185
28,2008,2008-05-01,5,1,3,7,3.54,3.54,247,21,98,192
29,2008,2008-05-02,6,1,3,1,3.52,3.52,253,22,101,193
30,2008,2008-05-03,11,2,7,8,3.64,3.64,264,24,108,201
31,2008,2008-05-04,9,0,7,5,3.76,3.76,273,24,115,206
32,2008,2008-05-05,5,0,1,8,3.68,3.68,278,24,116,214
33,2008,2008-05-06,11,1,2,12,3.62,3.62,289,25,118,226
34,2008,2008-05-07,13,1,12,7,3.87,3.87,302,26,130,233
35,2008,2008-05-09,12,1,7,6,3.96,3.96,314,27,137,239
36,2008,2008-05-10,9,0,4,5,3.97,3.97,323,27,141,244
37,2008,2008-05-11,10,0,8,7,4.08,4.08,333,27,149,251
38,2008,2008-05-13,10,1,5,7,4.11,4.11,343,28,154,258
39,2008,2008-05-14,6,0,4,10,4.11,4.11,349,28,158,268
40,2008,2008-05-15,6,1,2,5,4.06,4.06,355,29,160,273
41,2008,2008-05-16,8,0,3,5,4.04,4.04,363,29,163,278
42,2008,2008-05-17,8,0,2,7,3.99,3.99,371,29,165,285
43,2008,2008-05-18,14,2,10,7,4.14,4.14,385,31,175,292
44,2008,2008-05-19,10,1,5,7,4.16,4.16,395,32,180,299
45,2008,2008-05-20,6,0,1,8,4.09,4.09,401,32,181,307
46,2008,2008-05-21,5,0,2,4,4.05,4.05,406,32,183,311
47,2008,2008-05-23,6,1,2,7,4.0,4.0,412,33,185,318
48,2008,2008-05-24,4,0,4,7,4.0,4.0,416,33,189,325
49,2008,2008-05-25,7,0,2,16,3.95,3.95,423,33,191,341
50,2008,2008-05-26,7,2,3,11,3.94,3.94,430,35,194,352
51,2008,2008-05-27,11,0,1,3,3.89,3.89,441,35,195,355
52,2008,2008-05-28,7,0,2,8,3.85,3.85,448,35,197,363
53,2008,2008-05-29,13,2,7,3,3.92,3.92,461,37,204,366
54,2008,2008-05-30,7,1,5,7,3.94,3.94,468,38,209,373
55,2008,2008-05-31,8,1,3,5,3.93,3.93,476,39,212,378
56,2008,2008-06-01,10,2,6,4,3.98,3.98,486,41,218,382
57,2008,2008-06-02,7,0,2,6,3.94,3.94,493,41,220,388
58,2008,2008-06-03,8,1,3,5,3.93,3.93,501,42,223,393
59,2008,2008-06-04,8,1,2,11,3.89,3.89,509,43,225,404
60,2008,2008-06-05,11,2,5,12,3.91,3.91,520,45,230,416
61,2008,2008-06-06,4,0,0,11,3.85,3.85,524,45,230,427
62,2008,2008-06-07,6,1,3,7,3.83,3.83,530,46,233,434
63,2008,2008-06-08,8,1,3,8,3.82,3.82,538,47,236,442
64,2008,2008-06-10,9,0,2,11,3.79,3.79,547,47,238,453
65,2008,2008-06-11,8,2,4,5,3.8,3.8,555,49,242,458
66,2008,2008-06-12,12,2,9,8,3.89,3.89,567,51,251,466
67,2008,2008-06-13,9,2,4,6,3.89,3.89,576,53,255,472
68,2008,2008-06-14,15,2,9,5,3.98,3.98,591,55,264,477
69,2008,2008-06-15,14,2,5,6,4.0,4.0,605,57,269,483
70,2008,2008-06-17,6,0,1,12,3.96,3.96,611,57,270,495
71,2008,2008-06-18,7,1,1,10,3.91,3.91,618,58,271,505
72,2008,2008-06-19,9,0,1,8,3.87,3.87,627,58,272,513
73,2008,2008-06-20,9,1,6,13,3.9,3.9,636,59,278,526
74,2008,2008-06-21,11,1,7,16,3.93,3.93,647,60,285,542
75,2008,2008-06-22,9,0,3,8,3.91,3.91,656,60,288,550
76,2008,2008-06-24,11,1,6,9,3.94,3.94,667,61,294,559
77,2008,2008-06-25,4,0,0,3,3.89,3.89,671,61,294,562
78,2008,2008-06-26,7,0,2,8,3.86,3.86,678,61,296,570
79,2008,2008-06-27,4,0,0,14,3.81,3.81,682,61,296,584
80,2008,2008-06-28,5,0,0,10,3.77,3.77,687,61,296,594
81,2008,2008-06-29,6,0,1,9,3.73,3.73,693,61,297,603
82,2008,2008-06-30,6,1,4,3,3.74,3.74,699,62,301,606
83,2008,2008-07-01,10,1,6,7,3.76,3.76,709,63,307,613
84,2008,2008-07-02,6,1,1,3,3.72,3.72,715,64,308,616
85,2008,2008-07-03,8,0,0,5,3.68,3.68,723,64,308,621
86,2008,2008-07-04,11,0,5,5,3.7,3.7,734,64,313,626
87,2008,2008-07-05,7,0,5,9,3.72,3.72,741,64,318,635
88,2008,2008-07-06,10,1,2,8,3.7,3.7,751,65,320,643
89,2008,2008-07-07,1,0,0,6,3.65,3.65,752,65,320,649
90,2008,2008-07-08,12,3,8,11,3.7,3.7,764,68,328,660
91,2008,2008-07-09,2,1,1,5,3.67,3.67,766,69,329,665
92,2008,2008-07-10,13,2,4,8,3.67,3.67,779,71,333,673
93,2008,2008-07-11,6,2,3,7,3.66,3.66,785,73,336,680
94,2008,2008-07-12,10,1,5,10,3.67,3.67,795,74,341,690
95,2008,2008-07-13,5,0,1,15,3.64,3.64,800,74,342,705
96,2008,2008-07-18,15,0,6,9,3.65,3.65,815,74,348,714
97,2008,2008-07-19,8,1,3,6,3.65,3.65,823,75,351,720
98,2008,2008-07-20,8,0,5,12,3.66,3.66,831,75,356,732
99,2008,2008-07-21,20,1,10,7,3.73,3.73,851,76,366,739
100,2008,2008-07-22,18,2,10,6,3.8,3.8,869,78,376,745
101,2008,2008-07-23,11,0,5,5,3.81,3.81,880,78,381,750
102,2008,2008-07-25,5,0,2,5,3.79,3.79,885,78,383,755
103,2008,2008-07-26,2,0,0,5,3.76,3.76,887,78,383,760
104,2008,2008-07-27,5,0,0,9,3.72,3.72,892,78,383,769
105,2008,2008-07-28,9,0,7,9,3.75,3.75,901,78,390,778
106,2008,2008-07-29,5,0,0,8,3.72,3.72,906,78,390,786
107,2008,2008-07-30,5,0,0,8,3.68,3.68,911,78,390,794
108,2008,2008-07-31,8,0,2,10,3.67,3.67,919,78,392,804
109,2008,2008-08-01,7,1,2,5,3.65,3.65,926,79,394,809
110,2008,2008-08-02,5,1,2,8,3.64,3.64,931,80,396,817
111,2008,2008-08-03,8,1,3,6,3.63,3.63,939,81,399,823
112,2008,2008-08-05,15,2,6,7,3.65,3.65,954,83,405,830
113,2008,2008-08-06,17,2,9,5,3.7,3.7,971,85,414,835
114,2008,2008-08-07,4,0,1,10,3.67,3.67,975,85,415,845
115,2008,2008-08-08,3,1,2,3,3.66,3.66,978,86,417,848
116,2008,2008-08-09,11,0,3,5,3.65,3.65,989,86,420,853
117,2008,2008-08-10,14,0,3,8,3.65,3.65,1003,86,423,861
118,2008,2008-08-11,10,0,6,8,3.67,3.67,1013,86,429,869
119,2008,2008-08-12,6,1,3,11,3.66,3.66,1019,87,432,880
120,2008,2008-08-13,7,3,6,12,3.68,3.68,1026,90,438,892
121,2008,2008-08-14,2,0,1,9,3.66,3.66,1028,90,439,901
122,2008,2008-08-15,7,1,3,7,3.65,3.65,1035,91,442,908
123,2008,2008-08-16,11,1,4,7,3.65,3.65,1046,92,446,915
124,2008,2008-08-17,12,2,1,8,3.63,3.63,1058,94,447,923
125,2008,2008-08-19,10,3,8,4,3.67,3.67,1068,97,455,927
126,2008,2008-08-20,8,1,3,7,3.66,3.66,1076,98,458,934
127,2008,2008-08-21,6,0,1,12,3.64,3.64,1082,98,459,946
128,2008,2008-08-22,10,3,8,5,3.68,3.68,1092,101,467,951
129,2008,2008-08-23,10,1,9,10,3.72,3.72,1102,102,476,961
130,2008,2008-08-24,7,1,5,8,3.73,3.73,1109,103,481,969
131,2008,2008-08-25,10,0,5,4,3.74,3.74,1119,103,486,973
132,2008,2008-08-26,6,1,2,6,3.73,3.73,1125,104,488,979
133,2008,2008-08-27,9,1,3,4,3.73,3.73,1134,105,491,983
134,2008,2008-08-28,13,3,11,6,3.79,3.79,1147,108,502,989
135,2008,2008-08-29,10,0,6,8,3.81,3.81,1157,108,508,997
136,2008,2008-08-30,10,0,2,11,3.79,3.79,1167,108,510,1008
137,2008,2008-08-31,5,1,1,9,3.77,3.77,1172,109,511,1017
138,2008,2008-09-01,7,0,2,9,3.76,3.76,1179,109,513,1026
139,2008,2008-09-02,6,0,4,7,3.76,3.76,1185,109,517,1033
140,2008,2008-09-03,11,1,4,5,3.76,3.76,1196,110,521,1038
141,2008,2008-09-05,2,0,0,6,3.74,3.74,1198,110,521,1044
142,2008,2008-09-06,6,0,2,13,3.72,3.72,1204,110,523,1057
143,2008,2008-09-07,10,2,3,11,3.72,3.72,1214,112,526,1068
144,2008,2008-09-08,8,1,4,6,3.72,3.72,1222,113,530,1074
145,2008,2008-09-09,9,0,2,7,3.71,3.71,1231,113,532,1081
146,2008,2008-09-10,5,0,2,5,3.7,3.7,1236,113,534,1086
147,2008,2008-09-12,7,1,2,6,3.69,3.69,1243,114,536,1092
148,2008,2008-09-13,5,0,1,13,3.67,3.67,1248,114,537,1105
149,2008,2008-09-14,6,0,1,5,3.65,3.65,1254,114,538,1110
150,2008,2008-09-15,5,1,2,4,3.64,3.64,1259,115,540,1114
151,2008,2008-09-16,7,0,2,5,3.63,3.63,1266,115,542,1119
152,2008,2008-09-17,15,3,12,11,3.69,3.69,1281,118,554,1130
153,2008,2008-09-18,8,0,3,9,3.67,3.67,1289,118,557,1139
154,2008,2008-09-19,12,1,7,3,3.7,3.7,1301,119,564,1142
155,2008,2008-09-20,13,0,5,9,3.7,3.7,1314,119,569,1151
156,2008,2008-09-21,9,0,1,11,3.68,3.68,1323,119,570,1162
157,2008,2008-09-23,12,0,1,6,3.66,3.66,1335,119,571,1168
158,2008,2008-09-24,10,0,4,11,3.67,3.67,1345,119,575,1179
159,2008,2008-09-25,10,2,7,11,3.69,3.69,1355,121,582,1190
160,2008,2008-09-26,12,1,5,5,3.69,3.69,1367,122,587,1195
161,2008,2008-09-27,4,1,1,5,3.68,3.68,1371,123,588,1200
162,2008,2008-09-28,10,0,3,5,3.68,3.68,1381,123,591,1205
1,2009,2009-04-06,5,0,1,5,1.0,1.0,5,0,1,5
2,2009,2009-04-07,6,0,4,4,2.65,2.65,11,0,5,9
3,2009,2009-04-08,3,0,2,8,2.42,2.42,14,0,7,17
4,2009,2009-04-09,7,1,4,10,2.91,2.91,21,1,11,27
5,2009,2009-04-10,10,1,9,3,4.29,4.29,31,2,20,30
6,2009,2009-04-11,6,0,2,8,3.88,3.88,37,2,22,38
7,2009,2009-04-12,3,0,1,7,3.45,3.45,40,2,23,45
8,2009,2009-04-13,6,0,1,11,3.13,3.13,46,2,24,56
9,2009,2009-04-15,4,2,4,16,3.23,3.23,50,4,28,72
10,2009,2009-04-16,9,0,2,3,3.1,3.1,59,4,30,75
11,2009,2009-04-17,6,1,3,13,3.09,3.09,65,5,33,88
12,2009,2009-04-18,7,1,5,9,3.26,3.26,72,6,38,97
13,2009,2009-04-19,8,2,2,5,3.16,3.16,80,8,40,102
14,2009,2009-04-21,11,1,8,5,3.54,3.54,91,9,48,107
15,2009,2009-04-22,11,2,6,6,3.74,3.74,102,11,54,113
16,2009,2009-04-23,4,0,0,7,3.5,3.5,106,11,54,120
17,2009,2009-04-24,9,1,5,6,3.59,3.59,115,12,59,126
18,2009,2009-04-25,5,1,5,3,3.67,3.67,120,13,64,129
19,2009,2009-04-26,11,2,10,6,4.04,4.04,131,15,74,135
20,2009,2009-04-27,7,0,2,7,3.95,3.95,138,15,76,142
21,2009,2009-04-28,8,0,2,10,3.86,3.86,146,15,78,152
22,2009,2009-04-29,15,1,9,8,4.12,4.12,161,16,87,160
23,2009,2009-04-30,8,0,5,8,4.16,4.16,169,16,92,168
24,2009,2009-05-01,4,0,0,6,3.98,3.98,173,16,92,174
25,2009,2009-05-02,3,1,1,5,3.84,3.84,176,17,93,179
26,2009,2009-05-03,6,2,3,9,3.81,3.81,182,19,96,188
27,2009,2009-05-04,6,1,2,8,3.74,3.74,188,20,98,196
28,2009,2009-05-05,7,0,1,12,3.64,3.64,195,20,99,208
29,2009,2009-05-06,6,1,3,9,3.61,3.61,201,21,102,217
30,2009,2009-05-07,18,1,11,9,3.87,3.87,219,22,113,226
31,2009,2009-05-08,10,0,3,7,3.84,3.84,229,22,116,233
32,2009,2009-05-09,4,0,0,5,3.72,3.72,233,22,116,238
33,2009,2009-05-10,14,0,7,9,3.77,3.77,247,22,123,247
34,2009,2009-05-12,6,0,5,6,3.81,3.81,253,22,128,253
35,2009,2009-05-13,5,2,2,9,3.76,3.76,258,24,130,262
36,2009,2009-05-14,5,0,3,13,3.73,3.73,263,24,133,275
37,2009,2009-05-15,7,1,4,8,3.74,3.74,270,25,137,283
38,2009,2009-05-16,8,1,4,5,3.75,3.75,278,26,141,288
39,2009,2009-05-17,4,1,5,9,3.79,3.79,282,27,146,297
40,2009,2009-05-18,11,0,2,4,3.72,3.72,293,27,148,301
41,2009,2009-05-19,6,0,3,9,3.7,3.7,299,27,151,310
42,2009,2009-05-20,7,0,1,3,3.64,3.64,306,27,152,313
43,2009,2009-05-22,9,0,3,6,3.62,3.62,315,27,155,319
44,2009,2009-05-23,12,2,4,9,3.62,3.62,327,29,159,328
45,2009,2009-05-24,16,0,9,9,3.74,3.74,343,29,168,337
46,2009,2009-05-25,8,0,6,4,3.79,3.79,351,29,174,341
47,2009,2009-05-26,7,1,1,7,3.73,3.73,358,30,175,348
48,2009,2009-05-27,7,1,6,9,3.78,3.78,365,31,181,357
49,2009,2009-05-28,9,1,1,10,3.72,3.72,374,32,182,367
50,2009,2009-05-29,8,1,2,8,3.7,3.7,382,33,184,375
51,2009,2009-05-30,10,1,7,7,3.77,3.77,392,34,191,382
52,2009,2009-05-31,9,0,2,9,3.74,3.74,401,34,193,391
53,2009,2009-06-01,5,0,3,11,3.72,3.72,406,34,196,402
54,2009,2009-06-02,10,1,5,5,3.75,3.75,416,35,201,407
55,2009,2009-06-03,7,0,0,12,3.68,3.68,423,35,201,419
56,2009,2009-06-04,7,0,3,7,3.66,3.66,430,35,204,426
57,2009,2009-06-05,11,0,1,8,3.62,3.62,441,35,205,434
58,2009,2009-06-06,6,0,2,8,3.57,3.57,447,35,207,442
59,2009,2009-06-07,9,3,7,6,3.63,3.63,456,38,214,448
60,2009,2009-06-09,10,0,4,9,3.63,3.63,466,38,218,457
61,2009,2009-06-10,6,0,3,7,3.62,3.62,472,38,221,464
62,2009,2009-06-12,9,1,4,7,3.64,3.64,481,39,225,471
63,2009,2009-06-13,6,1,1,5,3.59,3.59,487,40,226,476
64,2009,2009-06-14,6,1,2,7,3.57,3.57,493,41,228,483
65,2009,2009-06-16,8,2,4,9,3.57,3.57,501,43,232,492
66,2009,2009-06-17,9,2,5,4,3.59,3.59,510,45,237,496
67,2009,2009-06-18,7,0,2,5,3.57,3.57,517,45,239,501
68,2009,2009-06-19,8,1,4,4,3.58,3.58,525,46,243,505
69,2009,2009-06-20,8,2,4,11,3.59,3.59,533,48,247,516
70,2009,2009-06-21,8,0,2,7,3.56,3.56,541,48,249,523
71,2009,2009-06-23,4,1,2,10,3.54,3.54,545,49,251,533
72,2009,2009-06-24,13,6,10,7,3.64,3.64,558,55,261,540
73,2009,2009-06-25,10,2,6,7,3.65,3.65,568,57,267,547
74,2009,2009-06-26,6,0,2,10,3.63,3.63,574,57,269,557
75,2009,2009-06-27,12,2,5,9,3.64,3.64,586,59,274,566
76,2009,2009-06-28,9,0,4,6,3.65,3.65,595,59,278,572
77,2009,2009-06-29,6,1,2,17,3.61,3.61,601,60,280,589
78,2009,2009-06-30,5,1,3,12,3.6,3.6,606,61,283,601
79,2009,2009-07-01,3,0,0,10,3.55,3.55,609,61,283,611
80,2009,2009-07-03,4,1,3,6,3.55,3.55,613,62,286,617
81,2009,2009-07-04,10,0,4,10,3.56,3.56,623,62,290,627
82,2009,2009-07-05,6,2,6,8,3.57,3.57,629,64,296,635
83,2009,2009-07-07,4,0,0,8,3.53,3.53,633,64,296,643
84,2009,2009-07-08,9,0,4,3,3.54,3.54,642,64,300,646
85,2009,2009-07-09,8,0,2,5,3.52,3.52,650,64,302,651
86,2009,2009-07-10,12,2,8,5,3.56,3.56,662,66,310,656
87,2009,2009-07-11,9,1,4,7,3.57,3.57,671,67,314,663
88,2009,2009-07-12,6,0,4,6,3.58,3.58,677,67,318,669
89,2009,2009-07-16,7,1,3,8,3.57,3.57,684,68,321,677
90,2009,2009-07-17,16,2,8,5,3.62,3.62,700,70,329,682
91,2009,2009-07-18,6,0,2,9,3.6,3.6,706,70,331,691
92,2009,2009-07-19,7,1,3,6,3.6,3.6,713,71,334,697
93,2009,2009-07-20,6,0,3,5,3.59,3.59,719,71,337,702
94,2009,2009-07-21,5,2,3,5,3.58,3.58,724,73,340,707
95,2009,2009-07-22,7,0,2,8,3.57,3.57,731,73,342,715
96,2009,2009-07-24,14,1,5,10,3.58,3.58,745,74,347,725
97,2009,2009-07-25,6,0,2,11,3.57,3.57,751,74,349,736
98,2009,2009-07-26,11,1,7,5,3.6,3.6,762,75,356,741
99,2009,2009-07-27,11,1,3,4,3.6,3.6,773,76,359,745
100,2009,2009-07-28,8,1,10,9,3.67,3.67,781,77,369,754
101,2009,2009-07-29,11,0,3,12,3.64,3.64,792,77,372,766
102,2009,2009-07-30,6,2,3,7,3.63,3.63,798,79,375,773
103,2009,2009-07-31,3,0,0,8,3.59,3.59,801,79,375,781
104,2009,2009-08-01,10,0,3,8,3.59,3.59,811,79,378,789
105,2009,2009-08-02,5,0,1,11,3.57,3.57,816,79,379,800
106,2009,2009-08-03,8,1,6,8,3.59,3.59,824,80,385,808
107,2009,2009-08-04,11,0,4,10,3.59,3.59,835,80,389,818
108,2009,2009-08-05,9,0,4,6,3.6,3.6,844,80,393,824
109,2009,2009-08-06,10,1,4,7,3.6,3.6,854,81,397,831
110,2009,2009-08-07,13,2,8,8,3.63,3.63,867,83,405,839
111,2009,2009-08-08,3,1,2,13,3.61,3.61,870,84,407,852
112,2009,2009-08-09,10,1,8,5,3.65,3.65,880,85,415,857
113,2009,2009-08-10,9,2,2,3,3.64,3.64,889,87,417,860
114,2009,2009-08-11,4,0,1,3,3.61,3.61,893,87,418,863
115,2009,2009-08-12,8,1,4,8,3.61,3.61,901,88,422,871
116,2009,2009-08-14,7,0,4,11,3.62,3.62,908,88,426,882
117,2009,2009-08-15,9,2,4,7,3.62,3.62,917,90,430,889
118,2009,2009-08-16,5,1,3,11,3.62,3.62,922,91,433,900
119,2009,2009-08-17,6,2,3,5,3.61,3.61,928,93,436,905
120,2009,2009-08-18,5,0,3,3,3.61,3.61,933,93,439,908
121,2009,2009-08-19,7,0,2,10,3.6,3.6,940,93,441,918
122,2009,2009-08-20,8,1,2,7,3.58,3.58,948,94,443,925
123,2009,2009-08-21,1,0,1,7,3.56,3.56,949,94,444,932
124,2009,2009-08-22,5,0,0,11,3.53,3.53,954,94,444,943
125,2009,2009-08-23,12,1,3,6,3.53,3.53,966,95,447,949
126,2009,2009-08-25,10,2,5,9,3.54,3.54,976,97,452,958
127,2009,2009-08-26,6,1,1,5,3.52,3.52,982,98,453,963
128,2009,2009-08-27,11,0,2,11,3.51,3.51,993,98,455,974
129,2009,2009-08-28,11,1,4,6,3.51,3.51,1004,99,459,980
130,2009,2009-08-29,11,2,4,8,3.52,3.52,1015,101,463,988
131,2009,2009-08-30,8,1,2,20,3.5,3.5,1023,102,465,1008
132,2009,2009-08-31,10,2,4,12,3.5,3.5,1033,104,469,1020
133,2009,2009-09-01,8,0,3,10,3.5,3.5,1041,104,472,1030
134,2009,2009-09-02,7,1,3,9,3.49,3.49,1048,105,475,1039
135,2009,2009-09-03,7,1,2,8,3.48,3.48,1055,106,477,1047
136,2009,2009-09-04,5,0,1,5,3.46,3.46,1060,106,478,1052
